,locality_name,reg_name,dep_name,postal_code,center_latitude,center_longitude,locality
5171,Vieillevie,Auvergne-Rhône-Alpes,Cantal,15120,44.652,2.435,"Vieillevie (15120), Auvergne-Rhône-Alpes"
5172,Le Vigean,Auvergne-Rhône-Alpes,Cantal,15200,45.223,2.367,"Le Vigean (15200), Auvergne-Rhône-Alpes"
5173,Villedieu,Auvergne-Rhône-Alpes,Cantal,15100,44.997,3.055,"Villedieu (15100), Auvergne-Rhône-Alpes"
5174,Virargues,Auvergne-Rhône-Alpes,Cantal,15300,45.129,2.898,"Virargues (15300), Auvergne-Rhône-Alpes"
5175,Vitrac,Auvergne-Rhône-Alpes,Cantal,15220,44.81,2.314,"Vitrac (15220), Auvergne-Rhône-Alpes"
5176,Ydes,Auvergne-Rhône-Alpes,Cantal,15210,45.343,2.45,"Ydes (15210), Auvergne-Rhône-Alpes"
5177,Yolet,Auvergne-Rhône-Alpes,Cantal,15130,44.931,2.538,"Yolet (15130), Auvergne-Rhône-Alpes"
5178,Ytrac,Auvergne-Rhône-Alpes,Cantal,15130,44.916,2.366,"Ytrac (15130), Auvergne-Rhône-Alpes"
5179,Le Rouget-Pers,Auvergne-Rhône-Alpes,Cantal,15290,44.857,2.234,"Le Rouget-Pers (15290), Auvergne-Rhône-Alpes"
5180,Besse,Auvergne-Rhône-Alpes,Cantal,15140,45.101,2.355,"Besse (15140), Auvergne-Rhône-Alpes"
7269,Allineuc,Bretagne,Côtes-d'Armor,22460,48.311,-2.867,"Allineuc (22460), Bretagne"
7270,Andel,Bretagne,Côtes-d'Armor,22400,48.494,-2.551,"Andel (22400), Bretagne"
7271,Aucaleuc,Bretagne,Côtes-d'Armor,22100,48.451,-2.127,"Aucaleuc (22100), Bretagne"
7272,Bégard,Bretagne,Côtes-d'Armor,22140,48.635,-3.292,"Bégard (22140), Bretagne"
7273,Belle-Isle-en-Terre,Bretagne,Côtes-d'Armor,22810,48.531,-3.382,"Belle-Isle-en-Terre (22810), Bretagne"
7274,Berhet,Bretagne,Côtes-d'Armor,22140,48.698,-3.309,"Berhet (22140), Bretagne"
7275,Bobital,Bretagne,Côtes-d'Armor,22100,48.414,-2.097,"Bobital (22100), Bretagne"
7276,Le Bodéo,Bretagne,Côtes-d'Armor,22320,48.326,-2.922,"Le Bodéo (22320), Bretagne"
7277,Boqueho,Bretagne,Côtes-d'Armor,22170,48.468,-2.985,"Boqueho (22170), Bretagne"
7278,La Bouillie,Bretagne,Côtes-d'Armor,22240,48.584,-2.442,"La Bouillie (22240), Bretagne"
7279,Bourbriac,Bretagne,Côtes-d'Armor,22390,48.466,-3.2,"Bourbriac (22390), Bretagne"
7280,Bourseul,Bretagne,Côtes-d'Armor,22130,48.467,-2.265,"Bourseul (22130), Bretagne"
7281,Bréhand,Bretagne,Côtes-d'Armor,22510,48.394,-2.589,"Bréhand (22510), Bretagne"
7282,Île-de-Bréhat,Bretagne,Côtes-d'Armor,22870,48.851,-3.001,"Île-de-Bréhat (22870), Bretagne"
7283,Brélidy,Bretagne,Côtes-d'Armor,22140,48.649,-3.228,"Brélidy (22140), Bretagne"
7284,Bringolo,Bretagne,Côtes-d'Armor,22170,48.577,-3.006,"Bringolo (22170), Bretagne"
7285,Broons,Bretagne,Côtes-d'Armor,22250,48.311,-2.241,"Broons (22250), Bretagne"
7286,Brusvily,Bretagne,Côtes-d'Armor,22100,48.394,-2.117,"Brusvily (22100), Bretagne"
7287,Bulat-Pestivien,Bretagne,Côtes-d'Armor,22160,48.435,-3.333,"Bulat-Pestivien (22160), Bretagne"
7288,Calanhel,Bretagne,Côtes-d'Armor,22160,48.441,-3.476,"Calanhel (22160), Bretagne"
7289,Callac,Bretagne,Côtes-d'Armor,22160,48.422,-3.416,"Callac (22160), Bretagne"
7290,Calorguen,Bretagne,Côtes-d'Armor,22100,48.405,-2.026,"Calorguen (22100), Bretagne"
7291,Le Cambout,Bretagne,Côtes-d'Armor,22210,48.059,-2.621,"Le Cambout (22210), Bretagne"
7292,Camlez,Bretagne,Côtes-d'Armor,22450,48.783,-3.316,"Camlez (22450), Bretagne"
7293,Canihuel,Bretagne,Côtes-d'Armor,22480,48.337,-3.096,"Canihuel (22480), Bretagne"
7294,Caouënnec-Lanvézéac,Bretagne,Côtes-d'Armor,22300,48.706,-3.368,"Caouënnec-Lanvézéac (22300), Bretagne"
7295,Carnoët,Bretagne,Côtes-d'Armor,22160,48.36,-3.532,"Carnoët (22160), Bretagne"
7296,Caulnes,Bretagne,Côtes-d'Armor,22350,48.302,-2.161,"Caulnes (22350), Bretagne"
7297,Caurel,Bretagne,Côtes-d'Armor,22530,48.218,-3.039,"Caurel (22530), Bretagne"
7298,Cavan,Bretagne,Côtes-d'Armor,22140,48.683,-3.353,"Cavan (22140), Bretagne"
7299,Les Champs-Géraux,Bretagne,Côtes-d'Armor,22630,48.426,-1.978,"Les Champs-Géraux (22630), Bretagne"
7300,La Chapelle-Blanche,Bretagne,Côtes-d'Armor,22350,48.268,-2.129,"La Chapelle-Blanche (22350), Bretagne"
7301,La Chapelle-Neuve,Bretagne,Côtes-d'Armor,22160,48.466,-3.441,"La Chapelle-Neuve (22160), Bretagne"
7302,La Chèze,Bretagne,Côtes-d'Armor,22210,48.135,-2.663,"La Chèze (22210), Bretagne"
7303,Coadout,Bretagne,Côtes-d'Armor,22970,48.515,-3.179,"Coadout (22970), Bretagne"
7304,Coatascorn,Bretagne,Côtes-d'Armor,22140,48.67,-3.256,"Coatascorn (22140), Bretagne"
7305,Coatréven,Bretagne,Côtes-d'Armor,22450,48.763,-3.326,"Coatréven (22450), Bretagne"
7306,Coëtlogon,Bretagne,Côtes-d'Armor,22210,48.133,-2.544,"Coëtlogon (22210), Bretagne"
7307,Coëtmieux,Bretagne,Côtes-d'Armor,22400,48.487,-2.592,"Coëtmieux (22400), Bretagne"
7308,Cohiniac,Bretagne,Côtes-d'Armor,22800,48.452,-2.947,"Cohiniac (22800), Bretagne"
7309,Le Mené,Bretagne,Côtes-d'Armor,22330,48.294,-2.522,"Le Mené (22330), Bretagne"
7310,Corlay,Bretagne,Côtes-d'Armor,22320,48.31,-3.038,"Corlay (22320), Bretagne"
7311,Corseul,Bretagne,Côtes-d'Armor,22130,48.483,-2.166,"Corseul (22130), Bretagne"
7312,Créhen,Bretagne,Côtes-d'Armor,22130,48.54,-2.191,"Créhen (22130), Bretagne"
7313,Dinan,Bretagne,Côtes-d'Armor,22100,48.456,-2.048,"Dinan (22100), Bretagne"
7314,Duault,Bretagne,Côtes-d'Armor,22160,48.365,-3.436,"Duault (22160), Bretagne"
7315,Éréac,Bretagne,Côtes-d'Armor,22250,48.274,-2.344,"Éréac (22250), Bretagne"
7316,Erquy,Bretagne,Côtes-d'Armor,22430,48.619,-2.459,"Erquy (22430), Bretagne"
7317,Binic-Étables-sur-Mer,Bretagne,Côtes-d'Armor,22520,48.626,-2.841,"Binic-Étables-sur-Mer (22520), Bretagne"
7318,Évran,Bretagne,Côtes-d'Armor,22630,48.385,-1.98,"Évran (22630), Bretagne"
7319,Le Faouët,Bretagne,Côtes-d'Armor,22290,48.679,-3.073,"Le Faouët (22290), Bretagne"
7320,Le Fœil,Bretagne,Côtes-d'Armor,22800,48.418,-2.914,"Le Fœil (22800), Bretagne"
7321,Gausson,Bretagne,Côtes-d'Armor,22150,48.293,-2.761,"Gausson (22150), Bretagne"
7322,Glomel,Bretagne,Côtes-d'Armor,22110,48.206,-3.388,"Glomel (22110), Bretagne"
7323,Gomené,Bretagne,Côtes-d'Armor,22230,48.18,-2.492,"Gomené (22230), Bretagne"
7324,Gommenec'h,Bretagne,Côtes-d'Armor,22290,48.638,-3.048,"Gommenec'h (22290), Bretagne"
7325,Gouarec,Bretagne,Côtes-d'Armor,22570,48.236,-3.195,"Gouarec (22570), Bretagne"
7326,Goudelin,Bretagne,Côtes-d'Armor,22290,48.603,-3.023,"Goudelin (22290), Bretagne"
7327,Grâces,Bretagne,Côtes-d'Armor,22200,48.545,-3.182,"Grâces (22200), Bretagne"
7328,Grâce-Uzel,Bretagne,Côtes-d'Armor,22460,48.25,-2.794,"Grâce-Uzel (22460), Bretagne"
7329,Guenroc,Bretagne,Côtes-d'Armor,22350,48.314,-2.081,"Guenroc (22350), Bretagne"
7330,Guingamp,Bretagne,Côtes-d'Armor,22200,48.561,-3.153,"Guingamp (22200), Bretagne"
7331,Guitté,Bretagne,Côtes-d'Armor,22350,48.291,-2.103,"Guitté (22350), Bretagne"
7332,Gurunhuel,Bretagne,Côtes-d'Armor,22390,48.508,-3.289,"Gurunhuel (22390), Bretagne"
7333,La Harmoye,Bretagne,Côtes-d'Armor,22320,48.346,-2.969,"La Harmoye (22320), Bretagne"
7334,Le Haut-Corlay,Bretagne,Côtes-d'Armor,22320,48.341,-3.032,"Le Haut-Corlay (22320), Bretagne"
7335,Hémonstoir,Bretagne,Côtes-d'Armor,22600,48.157,-2.85,"Hémonstoir (22600), Bretagne"
7336,Hénanbihen,Bretagne,Côtes-d'Armor,22550,48.558,-2.382,"Hénanbihen (22550), Bretagne"
7337,Hénansal,Bretagne,Côtes-d'Armor,22400,48.538,-2.448,"Hénansal (22400), Bretagne"
7338,Hénon,Bretagne,Côtes-d'Armor,22150,48.387,-2.683,"Hénon (22150), Bretagne"
7339,Hillion,Bretagne,Côtes-d'Armor,22120,48.503,-2.646,"Hillion (22120), Bretagne"
7340,Le Hinglé,Bretagne,Côtes-d'Armor,22100,48.398,-2.083,"Le Hinglé (22100), Bretagne"
7341,Illifaut,Bretagne,Côtes-d'Armor,22230,48.144,-2.336,"Illifaut (22230), Bretagne"
7342,Jugon-les-Lacs,Bretagne,Côtes-d'Armor,22270,48.417,-2.325,"Jugon-les-Lacs (22270), Bretagne"
7343,Kerbors,Bretagne,Côtes-d'Armor,22610,48.824,-3.182,"Kerbors (22610), Bretagne"
7344,Kerfot,Bretagne,Côtes-d'Armor,22500,48.737,-3.031,"Kerfot (22500), Bretagne"
7345,Kergrist-Moëlou,Bretagne,Côtes-d'Armor,22110,48.295,-3.325,"Kergrist-Moëlou (22110), Bretagne"
7346,Kerien,Bretagne,Côtes-d'Armor,22480,48.409,-3.23,"Kerien (22480), Bretagne"
7347,Kermaria-Sulard,Bretagne,Côtes-d'Armor,22450,48.774,-3.372,"Kermaria-Sulard (22450), Bretagne"
7348,Kermoroc'h,Bretagne,Côtes-d'Armor,22140,48.614,-3.203,"Kermoroc'h (22140), Bretagne"
7349,Kerpert,Bretagne,Côtes-d'Armor,22480,48.39,-3.137,"Kerpert (22480), Bretagne"
7350,Lamballe-Armor,Bretagne,Côtes-d'Armor,22400,48.468,-2.495,"Lamballe-Armor (22400), Bretagne"
7351,Lancieux,Bretagne,Côtes-d'Armor,22770,48.601,-2.147,"Lancieux (22770), Bretagne"
7352,Landebaëron,Bretagne,Côtes-d'Armor,22140,48.638,-3.205,"Landebaëron (22140), Bretagne"
7353,Landébia,Bretagne,Côtes-d'Armor,22130,48.515,-2.337,"Landébia (22130), Bretagne"
7354,La Landec,Bretagne,Côtes-d'Armor,22980,48.426,-2.183,"La Landec (22980), Bretagne"
7355,Landéhen,Bretagne,Côtes-d'Armor,22400,48.422,-2.542,"Landéhen (22400), Bretagne"
7356,Lanfains,Bretagne,Côtes-d'Armor,22800,48.365,-2.912,"Lanfains (22800), Bretagne"
7357,Langoat,Bretagne,Côtes-d'Armor,22450,48.735,-3.298,"Langoat (22450), Bretagne"
7358,Langrolay-sur-Rance,Bretagne,Côtes-d'Armor,22490,48.553,-2.014,"Langrolay-sur-Rance (22490), Bretagne"
7359,Languédias,Bretagne,Côtes-d'Armor,22980,48.393,-2.206,"Languédias (22980), Bretagne"
7360,Languenan,Bretagne,Côtes-d'Armor,22130,48.512,-2.133,"Languenan (22130), Bretagne"
7361,Langueux,Bretagne,Côtes-d'Armor,22360,48.5,-2.71,"Langueux (22360), Bretagne"
7362,Bon Repos sur Blavet,Bretagne,Côtes-d'Armor,22570,48.24,-3.137,"Bon Repos sur Blavet (22570), Bretagne"
7363,Lanleff,Bretagne,Côtes-d'Armor,22290,48.693,-3.045,"Lanleff (22290), Bretagne"
7364,Lanloup,Bretagne,Côtes-d'Armor,22580,48.71,-2.969,"Lanloup (22580), Bretagne"
7365,Lanmérin,Bretagne,Côtes-d'Armor,22300,48.74,-3.356,"Lanmérin (22300), Bretagne"
7366,Lanmodez,Bretagne,Côtes-d'Armor,22610,48.845,-3.099,"Lanmodez (22610), Bretagne"
7367,Lannebert,Bretagne,Côtes-d'Armor,22290,48.651,-3.009,"Lannebert (22290), Bretagne"
7368,Lannion,Bretagne,Côtes-d'Armor,22300,48.743,-3.462,"Lannion (22300), Bretagne"
7369,Lanrelas,Bretagne,Côtes-d'Armor,22250,48.246,-2.296,"Lanrelas (22250), Bretagne"
7370,Lanrivain,Bretagne,Côtes-d'Armor,22480,48.359,-3.215,"Lanrivain (22480), Bretagne"
7371,Lanrodec,Bretagne,Côtes-d'Armor,22170,48.5,-3.043,"Lanrodec (22170), Bretagne"
7372,Lantic,Bretagne,Côtes-d'Armor,22410,48.604,-2.899,"Lantic (22410), Bretagne"
7373,Lanvallay,Bretagne,Côtes-d'Armor,22100,48.452,-2.01,"Lanvallay (22100), Bretagne"
7374,Lanvellec,Bretagne,Côtes-d'Armor,22420,48.607,-3.528,"Lanvellec (22420), Bretagne"
7375,Lanvollon,Bretagne,Côtes-d'Armor,22290,48.633,-2.99,"Lanvollon (22290), Bretagne"
7376,Laurenan,Bretagne,Côtes-d'Armor,22230,48.215,-2.518,"Laurenan (22230), Bretagne"
7377,Lescouët-Gouarec,Bretagne,Côtes-d'Armor,22570,48.169,-3.207,"Lescouët-Gouarec (22570), Bretagne"
7378,Le Leslay,Bretagne,Côtes-d'Armor,22800,48.424,-2.965,"Le Leslay (22800), Bretagne"
7379,Lézardrieux,Bretagne,Côtes-d'Armor,22740,48.804,-3.109,"Lézardrieux (22740), Bretagne"
7380,Locarn,Bretagne,Côtes-d'Armor,22340,48.333,-3.411,"Locarn (22340), Bretagne"
7381,Loc-Envel,Bretagne,Côtes-d'Armor,22810,48.51,-3.41,"Loc-Envel (22810), Bretagne"
7382,Loguivy-Plougras,Bretagne,Côtes-d'Armor,22780,48.511,-3.491,"Loguivy-Plougras (22780), Bretagne"
7383,Lohuec,Bretagne,Côtes-d'Armor,22160,48.462,-3.527,"Lohuec (22160), Bretagne"
7384,Loscouët-sur-Meu,Bretagne,Côtes-d'Armor,22230,48.176,-2.251,"Loscouët-sur-Meu (22230), Bretagne"
7385,Louannec,Bretagne,Côtes-d'Armor,22700,48.784,-3.412,"Louannec (22700), Bretagne"
7386,Louargat,Bretagne,Côtes-d'Armor,22540,48.561,-3.341,"Louargat (22540), Bretagne"
7387,Loudéac,Bretagne,Côtes-d'Armor,22600,48.174,-2.751,"Loudéac (22600), Bretagne"
7388,Maël-Carhaix,Bretagne,Côtes-d'Armor,22340,48.288,-3.411,"Maël-Carhaix (22340), Bretagne"
7389,Maël-Pestivien,Bretagne,Côtes-d'Armor,22160,48.404,-3.29,"Maël-Pestivien (22160), Bretagne"
7390,Magoar,Bretagne,Côtes-d'Armor,22480,48.402,-3.177,"Magoar (22480), Bretagne"
7391,La Malhoure,Bretagne,Côtes-d'Armor,22640,48.396,-2.494,"La Malhoure (22640), Bretagne"
7392,Mantallot,Bretagne,Côtes-d'Armor,22450,48.71,-3.292,"Mantallot (22450), Bretagne"
7393,Matignon,Bretagne,Côtes-d'Armor,22550,48.602,-2.29,"Matignon (22550), Bretagne"
7394,La Méaugon,Bretagne,Côtes-d'Armor,22440,48.504,-2.847,"La Méaugon (22440), Bretagne"
7395,Mégrit,Bretagne,Côtes-d'Armor,22270,48.39,-2.267,"Mégrit (22270), Bretagne"
7396,Mellionnec,Bretagne,Côtes-d'Armor,22110,48.169,-3.29,"Mellionnec (22110), Bretagne"
7397,Merdrignac,Bretagne,Côtes-d'Armor,22230,48.194,-2.396,"Merdrignac (22230), Bretagne"
7398,Mérillac,Bretagne,Côtes-d'Armor,22230,48.249,-2.391,"Mérillac (22230), Bretagne"
7399,Merléac,Bretagne,Côtes-d'Armor,22460,48.273,-2.911,"Merléac (22460), Bretagne"
7400,Le Merzer,Bretagne,Côtes-d'Armor,22200,48.582,-3.075,"Le Merzer (22200), Bretagne"
7401,Minihy-Tréguier,Bretagne,Côtes-d'Armor,22220,48.768,-3.258,"Minihy-Tréguier (22220), Bretagne"
7402,Moncontour,Bretagne,Côtes-d'Armor,22510,48.358,-2.632,"Moncontour (22510), Bretagne"
7403,La Motte,Bretagne,Côtes-d'Armor,22600,48.231,-2.705,"La Motte (22600), Bretagne"
7404,Moustéru,Bretagne,Côtes-d'Armor,22200,48.528,-3.235,"Moustéru (22200), Bretagne"
7405,Le Moustoir,Bretagne,Côtes-d'Armor,22340,48.274,-3.492,"Le Moustoir (22340), Bretagne"
7406,Guerlédan,Bretagne,Côtes-d'Armor,22530,48.196,-2.984,"Guerlédan (22530), Bretagne"
7407,Noyal,Bretagne,Côtes-d'Armor,22400,48.451,-2.463,"Noyal (22400), Bretagne"
7408,Pabu,Bretagne,Côtes-d'Armor,22200,48.583,-3.143,"Pabu (22200), Bretagne"
7409,Paimpol,Bretagne,Côtes-d'Armor,22500,48.773,-3.055,"Paimpol (22500), Bretagne"
7410,Paule,Bretagne,Côtes-d'Armor,22340,48.227,-3.461,"Paule (22340), Bretagne"
7411,Pédernec,Bretagne,Côtes-d'Armor,22540,48.588,-3.277,"Pédernec (22540), Bretagne"
7412,Penguily,Bretagne,Côtes-d'Armor,22510,48.372,-2.494,"Penguily (22510), Bretagne"
7413,Penvénan,Bretagne,Côtes-d'Armor,22710,48.816,-3.302,"Penvénan (22710), Bretagne"
7414,Perros-Guirec,Bretagne,Côtes-d'Armor,22700,48.809,-3.468,"Perros-Guirec (22700), Bretagne"
7415,Peumerit-Quintin,Bretagne,Côtes-d'Armor,22480,48.364,-3.283,"Peumerit-Quintin (22480), Bretagne"
7416,Plaine-Haute,Bretagne,Côtes-d'Armor,22800,48.444,-2.859,"Plaine-Haute (22800), Bretagne"
7417,Plaintel,Bretagne,Côtes-d'Armor,22940,48.411,-2.81,"Plaintel (22940), Bretagne"
7418,Plancoët,Bretagne,Côtes-d'Armor,22130,48.515,-2.219,"Plancoët (22130), Bretagne"
7419,Pléboulle,Bretagne,Côtes-d'Armor,22550,48.595,-2.334,"Pléboulle (22550), Bretagne"
7420,Plédéliac,Bretagne,Côtes-d'Armor,22270,48.469,-2.372,"Plédéliac (22270), Bretagne"
7421,Plédran,Bretagne,Côtes-d'Armor,22960,48.443,-2.745,"Plédran (22960), Bretagne"
7422,Pléguien,Bretagne,Côtes-d'Armor,22290,48.635,-2.948,"Pléguien (22290), Bretagne"
7423,Pléhédel,Bretagne,Côtes-d'Armor,22290,48.695,-3.006,"Pléhédel (22290), Bretagne"
7424,Fréhel,Bretagne,Côtes-d'Armor,22240,48.635,-2.362,"Fréhel (22240), Bretagne"
7425,Plélan-le-Petit,Bretagne,Côtes-d'Armor,22980,48.427,-2.224,"Plélan-le-Petit (22980), Bretagne"
7426,Plélauff,Bretagne,Côtes-d'Armor,22570,48.198,-3.203,"Plélauff (22570), Bretagne"
7427,Plélo,Bretagne,Côtes-d'Armor,22170,48.554,-2.927,"Plélo (22170), Bretagne"
7428,Plémet,Bretagne,Côtes-d'Armor,22210,48.186,-2.586,"Plémet (22210), Bretagne"
7429,Plémy,Bretagne,Côtes-d'Armor,22150,48.338,-2.676,"Plémy (22150), Bretagne"
7430,Plénée-Jugon,Bretagne,Côtes-d'Armor,22640,48.356,-2.416,"Plénée-Jugon (22640), Bretagne"
7431,Pléneuf-Val-André,Bretagne,Côtes-d'Armor,22370,48.584,-2.53,"Pléneuf-Val-André (22370), Bretagne"
7432,Plérin,Bretagne,Côtes-d'Armor,22190,48.544,-2.77,"Plérin (22190), Bretagne"
7433,Plerneuf,Bretagne,Côtes-d'Armor,22170,48.506,-2.88,"Plerneuf (22170), Bretagne"
7434,Plésidy,Bretagne,Côtes-d'Armor,22720,48.442,-3.126,"Plésidy (22720), Bretagne"
7435,Pleslin-Trigavou,Bretagne,Côtes-d'Armor,22490,48.528,-2.071,"Pleslin-Trigavou (22490), Bretagne"
7436,Plestan,Bretagne,Côtes-d'Armor,22640,48.415,-2.441,"Plestan (22640), Bretagne"
7437,Plestin-les-Grèves,Bretagne,Côtes-d'Armor,22310,48.648,-3.62,"Plestin-les-Grèves (22310), Bretagne"
7438,Pleubian,Bretagne,Côtes-d'Armor,22610,48.844,-3.133,"Pleubian (22610), Bretagne"
7439,Pleudaniel,Bretagne,Côtes-d'Armor,22740,48.761,-3.154,"Pleudaniel (22740), Bretagne"
7440,Pleudihen-sur-Rance,Bretagne,Côtes-d'Armor,22690,48.509,-1.942,"Pleudihen-sur-Rance (22690), Bretagne"
7441,Pleumeur-Bodou,Bretagne,Côtes-d'Armor,22560,48.785,-3.517,"Pleumeur-Bodou (22560), Bretagne"
7442,Pleumeur-Gautier,Bretagne,Côtes-d'Armor,22740,48.8,-3.152,"Pleumeur-Gautier (22740), Bretagne"
7443,Pléven,Bretagne,Côtes-d'Armor,22130,48.491,-2.321,"Pléven (22130), Bretagne"
7444,Plévenon,Bretagne,Côtes-d'Armor,22240,48.658,-2.32,"Plévenon (22240), Bretagne"
7445,Plévin,Bretagne,Côtes-d'Armor,22340,48.224,-3.516,"Plévin (22340), Bretagne"
7446,Plœuc-L'Hermitage,Bretagne,Côtes-d'Armor,22150,48.344,-2.766,"Plœuc-L'Hermitage (22150), Bretagne"
7447,Ploëzal,Bretagne,Côtes-d'Armor,22260,48.717,-3.18,"Ploëzal (22260), Bretagne"
7448,Plorec-sur-Arguenon,Bretagne,Côtes-d'Armor,22130,48.463,-2.301,"Plorec-sur-Arguenon (22130), Bretagne"
7449,Châtelaudren-Plouagat,Bretagne,Côtes-d'Armor,22170,48.53,-2.99,"Châtelaudren-Plouagat (22170), Bretagne"
7450,Plouaret,Bretagne,Côtes-d'Armor,22420,48.619,-3.483,"Plouaret (22420), Bretagne"
7451,Plouasne,Bretagne,Côtes-d'Armor,22830,48.312,-2.009,"Plouasne (22830), Bretagne"
7452,Beaussais-sur-Mer,Bretagne,Côtes-d'Armor,22650,48.56,-2.128,"Beaussais-sur-Mer (22650), Bretagne"
7453,Ploubazlanec,Bretagne,Côtes-d'Armor,22620,48.805,-3.045,"Ploubazlanec (22620), Bretagne"
7454,Ploubezre,Bretagne,Côtes-d'Armor,22300,48.686,-3.448,"Ploubezre (22300), Bretagne"
7455,Plouëc-du-Trieux,Bretagne,Côtes-d'Armor,22260,48.672,-3.188,"Plouëc-du-Trieux (22260), Bretagne"
7456,Plouër-sur-Rance,Bretagne,Côtes-d'Armor,22490,48.525,-2.007,"Plouër-sur-Rance (22490), Bretagne"
7457,Plouézec,Bretagne,Côtes-d'Armor,22470,48.739,-2.979,"Plouézec (22470), Bretagne"
7458,Ploufragan,Bretagne,Côtes-d'Armor,22440,48.488,-2.808,"Ploufragan (22440), Bretagne"
7459,Plougonver,Bretagne,Côtes-d'Armor,22810,48.485,-3.375,"Plougonver (22810), Bretagne"
7460,Plougras,Bretagne,Côtes-d'Armor,22780,48.496,-3.565,"Plougras (22780), Bretagne"
7461,Plougrescant,Bretagne,Côtes-d'Armor,22820,48.839,-3.242,"Plougrescant (22820), Bretagne"
7462,Plouguenast-Langast,Bretagne,Côtes-d'Armor,22150,48.277,-2.71,"Plouguenast-Langast (22150), Bretagne"
7463,Plouguernével,Bretagne,Côtes-d'Armor,22110,48.234,-3.247,"Plouguernével (22110), Bretagne"
7464,Plouguiel,Bretagne,Côtes-d'Armor,22220,48.805,-3.246,"Plouguiel (22220), Bretagne"
7465,Plouha,Bretagne,Côtes-d'Armor,22580,48.682,-2.932,"Plouha (22580), Bretagne"
7466,Plouisy,Bretagne,Côtes-d'Armor,22200,48.584,-3.192,"Plouisy (22200), Bretagne"
7467,Ploulec'h,Bretagne,Côtes-d'Armor,22300,48.719,-3.502,"Ploulec'h (22300), Bretagne"
7468,Ploumagoar,Bretagne,Côtes-d'Armor,22970,48.53,-3.11,"Ploumagoar (22970), Bretagne"
7469,Ploumilliau,Bretagne,Côtes-d'Armor,22300,48.684,-3.514,"Ploumilliau (22300), Bretagne"
7470,Plounérin,Bretagne,Côtes-d'Armor,22780,48.567,-3.548,"Plounérin (22780), Bretagne"
7471,Plounévez-Moëdec,Bretagne,Côtes-d'Armor,22810,48.552,-3.444,"Plounévez-Moëdec (22810), Bretagne"
7472,Plounévez-Quintin,Bretagne,Côtes-d'Armor,22110,48.285,-3.241,"Plounévez-Quintin (22110), Bretagne"
7473,Plourac'h,Bretagne,Côtes-d'Armor,22160,48.418,-3.552,"Plourac'h (22160), Bretagne"
7474,Plourhan,Bretagne,Côtes-d'Armor,22410,48.631,-2.882,"Plourhan (22410), Bretagne"
7475,Plourivo,Bretagne,Côtes-d'Armor,22860,48.742,-3.093,"Plourivo (22860), Bretagne"
7476,Plouvara,Bretagne,Côtes-d'Armor,22170,48.497,-2.926,"Plouvara (22170), Bretagne"
7477,Plouzélambre,Bretagne,Côtes-d'Armor,22420,48.648,-3.537,"Plouzélambre (22420), Bretagne"
7478,Pludual,Bretagne,Côtes-d'Armor,22290,48.667,-2.987,"Pludual (22290), Bretagne"
7479,Pluduno,Bretagne,Côtes-d'Armor,22130,48.523,-2.281,"Pluduno (22130), Bretagne"
7480,Plufur,Bretagne,Côtes-d'Armor,22310,48.611,-3.573,"Plufur (22310), Bretagne"
7481,Plumaudan,Bretagne,Côtes-d'Armor,22350,48.356,-2.115,"Plumaudan (22350), Bretagne"
7482,Plumaugat,Bretagne,Côtes-d'Armor,22250,48.245,-2.231,"Plumaugat (22250), Bretagne"
7483,Plumieux,Bretagne,Côtes-d'Armor,22210,48.106,-2.592,"Plumieux (22210), Bretagne"
7484,Plurien,Bretagne,Côtes-d'Armor,22240,48.61,-2.4,"Plurien (22240), Bretagne"
7485,Plusquellec,Bretagne,Côtes-d'Armor,22160,48.399,-3.484,"Plusquellec (22160), Bretagne"
7486,Plussulien,Bretagne,Côtes-d'Armor,22320,48.278,-3.066,"Plussulien (22320), Bretagne"
7487,Pluzunet,Bretagne,Côtes-d'Armor,22140,48.636,-3.371,"Pluzunet (22140), Bretagne"
7488,Pommeret,Bretagne,Côtes-d'Armor,22120,48.459,-2.622,"Pommeret (22120), Bretagne"
7489,Pommerit-le-Vicomte,Bretagne,Côtes-d'Armor,22200,48.618,-3.103,"Pommerit-le-Vicomte (22200), Bretagne"
7490,Pont-Melvez,Bretagne,Côtes-d'Armor,22390,48.474,-3.285,"Pont-Melvez (22390), Bretagne"
7491,Pontrieux,Bretagne,Côtes-d'Armor,22260,48.7,-3.159,"Pontrieux (22260), Bretagne"
7492,Pordic,Bretagne,Côtes-d'Armor,22590,48.57,-2.825,"Pordic (22590), Bretagne"
7493,Prat,Bretagne,Côtes-d'Armor,22140,48.682,-3.298,"Prat (22140), Bretagne"
7494,La Prénessaye,Bretagne,Côtes-d'Armor,22210,48.186,-2.648,"La Prénessaye (22210), Bretagne"
7495,Quemper-Guézennec,Bretagne,Côtes-d'Armor,22260,48.701,-3.108,"Quemper-Guézennec (22260), Bretagne"
7496,Quemperven,Bretagne,Côtes-d'Armor,22450,48.725,-3.337,"Quemperven (22450), Bretagne"
7497,Quessoy,Bretagne,Côtes-d'Armor,22120,48.427,-2.657,"Quessoy (22120), Bretagne"
7498,Quévert,Bretagne,Côtes-d'Armor,22100,48.463,-2.086,"Quévert (22100), Bretagne"
7499,Le Quillio,Bretagne,Côtes-d'Armor,22460,48.24,-2.898,"Le Quillio (22460), Bretagne"
